pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,discoverymethod,disc_year
Ross 458 c,Ross 458,,1100.0,14.01125,1906.98,4.32,3965.42,Imaging,2010
Kepler-786 b,Kepler-786,53.5293487,0.25483,2.43,6.48,348.0,4838.0,Transit,2016
HD 109271 b,HD 109271,7.8543,0.079,4.31,17.162,1128.86,5783.0,Radial Velocity,2013
Kepler-284 b,Kepler-284,12.699149,0.104,2.24,5.65,686.0,5615.0,Transit,2014
Kepler-950 b,Kepler-950,98.7180406,0.3982,8.98,59.6,360.0,5857.0,Transit,2016
Kepler-1463 b,Kepler-1463,25.15864,0.1694,1.86,4.12,619.0,5679.0,Transit,2016
HD 211810 b,HD 211810,1558.0,2.656,14.0,212.9461,177.77,5652.0,Radial Velocity,2018
HATS-62 b,HATS-62,3.2768837,0.04163,11.825495,56.89157,1237.0,5416.0,Transit,2018
Kepler-102 d,Kepler-102,10.311767,0.08618,1.154,3.0,686.0,4909.0,Transit,2014
Kepler-42 c,Kepler-42,0.45328509,0.006,0.73,60.337,720.0,3068.0,Transit,2011
HD 56957 b,HD 56957,5859.08992,6.426,12.8,1880.90851263,145.67,5743.0,Radial Velocity,2022
Kepler-1855 b,Kepler-1855,0.727330983,0.0115,1.216205,1.96,849.0,3460.0,Transit,2021
Kepler-298 c,Kepler-298,22.92881,0.136,1.93,4.38,416.0,4465.0,Transit,2014
Kepler-84 d,Kepler-84,4.224537,0.052,1.38,2.48,1254.0,6031.0,Transit,2014
TOI-1410.01,TOI-1410,1.21687,0.0207,3.10083009,12.5,1236.7,4635.0,Transit,2024
HD 180902 b,HD 180902,510.9,1.4,13.5,535.54355,412.37,4961.0,Radial Velocity,2009
HD 62364 b,HD 62364,5138.0,6.15,12.1,5965.63919939,143.96,6255.0,Radial Velocity,2022
TOI-5238 b,TOI-5238,4.872171,,5.22,23.7,1042.0,5631.0,Transit,2022
Kepler-682 b,Kepler-682,12.611906672,0.1058,7.37,42.6,753.0,5559.0,Transit,2016
TOI-2010 b,TOI-2010,141.834025,0.5516,11.81426566,408.7273314,400.2,5929.0,Transit,2023
HD 149143 b,HD 149143,4.07182,0.053,13.6,422.7139,1471.9,5856.0,Radial Velocity,2005
Kepler-18 d,Kepler-18,14.85888,0.1172,6.98,16.4,720.0,5345.0,Transit,2011
Kepler-1988 b,Kepler-1988,11.49500229,0.1038,1.53,2.96,1105.0,6033.0,Transit,2023
Kepler-864 c,Kepler-864,2.42150341,0.0382,1.62,3.26,1532.0,6213.0,Transit,2023
Kepler-1949 b,Kepler-1949,2.208280087,0.0352,2.21964541,5.56,1709.0,6028.0,Transit,2021
Kepler-27 c,Kepler-27,31.3309,0.191,4.9,4385.87,481.0,5400.0,Transit,2011
Kepler-754 b,Kepler-754,14.5596237,0.116,2.01,4.7,758.0,5935.0,Transit,2016
Kepler-1021 b,Kepler-1021,13.47469571,0.1034,2.33,6.04,634.0,5431.0,Transit,2016
Kepler-14 b,Kepler-14,6.790123,0.0771,12.733,2669.66,1605.0,6395.0,Transit,2011
WASP-187 b,WASP-187,5.147878,0.0653,18.38276,254.264,1760.0,6150.0,Transit,2020
Kepler-1698 b,Kepler-1698,1.2107,0.02065,1.07315686,1.25,1351.0,4975.03,Transit,2020
HIP 56640 b,HIP 56640,2675.57603,4.55,12.7,2151.69831539,239.37,4769.0,Radial Velocity,2021
WASP-169 b,WASP-169,5.6114118,0.0681,14.616536,178.30263,1604.0,6110.0,Transit,2019
eps CrB b,eps CrB,417.9,1.3,12.7,2129.461,853.92,4406.0,Radial Velocity,2012
Kepler-1425 b,Kepler-1425,14.4541302,0.11435,0.94,0.779,676.0,5718.0,Transit,2016
Kepler-1945 b,Kepler-1945,6.080039978,0.0597,1.289,2.21,808.0,4991.0,Transit,2021
TOI-2141 d,TOI-2141,60.45,0.2906,3.97,14.9,491.4,5635.0,Radial Velocity,2025
WASP-118 b,WASP-118,4.0460435,0.05453,16.14096,163.36462,1729.0,6410.0,Transit,2016
HD 240210 b,HD 240210,501.75,1.16,12.8,1655.82,970.67,4297.0,Radial Velocity,2009
Kepler-778 b,Kepler-778,3.75574426,0.0453,1.68,3.46,977.0,5102.0,Transit,2016
Kepler-1358 b,Kepler-1358,7.06317341,0.0656,1.12,1.46,827.0,5181.0,Transit,2016
Kepler-242 b,Kepler-242,8.20395,0.075,2.61,7.32,742.0,5020.0,Transit,2014
HD 213240 b,HD 213240,882.70001,1.89,12.8,1655.88600047,257.7,5979.0,Radial Velocity,2001
HD 75302 b,HD 75302,4356.0,5.3,12.8,1716.2733978,115.76,5697.46,Radial Velocity,2023
HD 37124 b,HD 37124,154.378,0.53364,14.0,214.53525,366.48,5698.64,Radial Velocity,2002
Wolf 327 b,Wolf 327,0.5734745,0.01,1.24,2.53,996.0,3542.0,Transit,2024
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,4927.5,4.5,11.1,86.0,59.0,,Microlensing,2008
HD 12648 b,HD 12648,133.60001,0.54,13.4,622.9468,1053.23,4835.0,Radial Velocity,2015
HATS-5 b,HATS-5,4.763387,0.0542,10.223,75.323,1025.0,5304.0,Transit,2014
Kepler-1561 b,Kepler-1561,1.005207007,0.0194,1.09,1.32,1682.0,5957.0,Transit,2016
Kepler-274 c,Kepler-274,33.197861,0.204,1.84,4.04,678.0,6023.0,Transit,2014
HAT-P-25 b,HAT-P-25,3.65281514,0.0466,12.722215,180.84527,1182.0,5519.0,Transit,2012
BD+48 738 b,BD+48 738,392.6,1.0,13.9,289.2253,705.93,4414.0,Radial Velocity,2011
Kepler-697 b,Kepler-697,3.709870645,0.0471,4.13,16.0,1151.0,5513.0,Transit,2016
HD 70642 b,HD 70642,2124.54,3.318,13.0,1239.5307873,150.52,5732.0,Radial Velocity,2003
Kepler-1710 b,Kepler-1710,14.91110039,0.11583,3.19744103,3.49494179,694.0,5650.0,Transit,2021
Kepler-510 b,Kepler-510,19.55659418,0.1352,2.47,6.66,797.0,5746.0,Transit,2016
Kepler-1477 b,Kepler-1477,11.55530021,0.0911,1.18,1.76,674.0,5100.0,Transit,2016
HN Lib b,HN Lib,36.116,0.1417,2.2,5.46,234.4,3347.0,Radial Velocity,2023
TOI-1749 b,TOI-1749,2.38839,0.0291,1.39,57.0,831.0,3985.0,Transit,2021
TOI-4633 c,TOI-4633,271.9445,0.847,3.2,123.0,268.57,5800.0,Transit,2024
Kepler-297 b,Kepler-297,38.871826,0.217,2.87,48.5,509.0,5619.0,Transit,2014
Kepler-308 b,Kepler-308,9.694928,0.09,2.12,5.14,833.0,5895.0,Transit,2014
TCP J05074264+2447555 b,TCP J05074264+2447555,,0.94,4.72,20.0,344.63,5805.0,Microlensing,2018
TOI-1260 c,TOI-1260,7.493134,0.0657,2.76,13.2,651.0,4227.0,Transit,2021
Kepler-828 b,Kepler-828,0.567857136,0.01228,1.51,2.89,1848.0,5039.0,Transit,2016
TOI-1291 b,TOI-1291,7.1620097551,,5.63826391,27.1,1649.0,6139.95,Transit,2026
Barnard d,Barnard's star,2.3402,0.0188,0.694,0.263,483.0,3195.0,Radial Velocity,2025
Kepler-1951 b,Kepler-1951,20.65780067,0.1435,2.32107188,6.0,728.0,5468.0,Transit,2021
Kepler-1839 b,Kepler-1839,5.056759834,0.0583,1.9493759,4.46,1049.0,5926.0,Transit,2021
TOI-333 b,TOI-333,3.7852503,0.049,4.26,20.1,1445.0,6241.0,Transit,2025
HD 112640 b,HD 112640,613.2,1.7,12.9,1589.15,959.65,4155.0,Radial Velocity,2020
Kepler-1722 b,Kepler-1722,9.178569794,0.0819,2.86719266,8.58,753.0,5506.0,Transit,2021
Kepler-1024 b,Kepler-1024,66.4162133,0.3033,3.91,14.5,376.0,5143.0,Transit,2016
Kepler-200 b,Kepler-200,8.594805,0.08,2.13,5.18,854.0,5678.0,Transit,2014
Kepler-784 b,Kepler-784,31.5922646,0.22111,1.58,3.12,688.0,5674.0,Transit,2016
Kepler-1588 b,Kepler-1588,7.84931739,0.07419,0.76,0.363,925.0,5817.0,Transit,2016
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,2560.0,0.97,12.6,2622.08435775,325.0,415.0,Imaging,2023
K2-157 b,K2-157,0.3652575,0.00962,0.935,1.14,2432.0,5334.0,Transit,2018
Kepler-1968 b,Kepler-1968,7.281099796,0.0696,1.50004034,2.86,744.0,5008.0,Transit,2021
TOI-6054.01,TOI-6054,7.501428,0.0763,2.64,12.5,1360.0,6047.0,Transit,2024
Kepler-1676 b,Kepler-1676,29.9221,0.1954,3.3769596,11.3,782.0,5878.3,Transit,2020
Kepler-84 c,Kepler-84,12.883,0.1072,2.36,20.2,865.0,6039.0,Transit,2012
NGTS-30 b,NGTS-30,98.29838,0.408,10.40193409,305.11527072,500.0,5455.0,Transit,2024
Kepler-1653 b,Kepler-1653,140.2524,0.4706,2.17,5.35,284.0,4807.0,Transit,2017
Kepler-1079 b,Kepler-1079,13.24503188,0.1092,1.63,3.29,887.0,5758.0,Transit,2016
Kepler-1248 b,Kepler-1248,7.46725407,0.0806,1.18,1.76,1035.0,6149.0,Transit,2016
K2-65 b,K2-65,12.6475,0.1014,1.58,3.12,723.51,5213.0,Transit,2016
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,,2.48,12.2,4926.3403085,390.0,,Imaging,2025
TOI-2267 d,TOI-2267 B,2.0344671,0.0145,1.77,3.78,422.0,3022.0,Transit,2025
TOI-2416 b,TOI-2416,8.275479,0.0831,9.86390302,953.485221,1080.0,5808.0,Transit,2023
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,10037.5,2.6,12.4,3337.1,370.0,580.5,Imaging,2011
Kepler-405 b,Kepler-405,10.613839,0.095,2.08,4.98,785.0,5818.0,Transit,2014
Kepler-636 b,Kepler-636,16.080661147,0.1185,4.45,18.1,614.0,5203.0,Transit,2016
Kepler-565 b,Kepler-565,4.243747226,0.0501,3.64,12.9,1063.0,5735.0,Transit,2016
Kepler-132 e,Kepler-132,110.2869374,0.43927,1.18,1.76,414.0,6023.0,Transit,2016
HD 95735 c,GJ 411,2946.0,2.94,3.76,13.6,63.49,3719.0,Radial Velocity,2021
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,,8.0,10.468,6992.0,450.0,575.0,Imaging,2012
KOI-984 c,KOI-984,21.512,0.1467,14.1,209.8,597.0,5295.0,Transit Timing Variations,2022
Kepler-138 e,Kepler-138,38.23,0.1803,0.797,0.43,292.0,3841.0,Transit Timing Variations,2022
Kepler-1639 b,Kepler-1639,9.878482,0.0932,2.58,7.18,1003.0,6150.0,Transit,2016
Kepler-1493 b,Kepler-1493,15.0217983,0.1197,1.41,2.57,874.0,5863.0,Transit,2016
Kepler-799 c,Kepler-799,15.19419956,0.1214,2.78068551,8.15,893.0,5588.0,Transit,2021
Kepler-588 b,Kepler-588,4.221625357,0.052,2.63,7.41,1176.0,5835.0,Transit,2016
TOI-6954 b,TOI-6954,4.02074127419,,3.63524486,12.8,930.0,5170.87,Transit,2026
TOI-5218 b,TOI-5218,4.291452,0.0469,9.86,657.0,783.0,4230.0,Transit,2024
HD 9174 b,HD 9174,1179.0,2.2,13.7,352.7913,234.3,5577.0,Radial Velocity,2016
Kepler-1541 b,Kepler-1541,8.40691199,0.07555,1.16,1.65,1048.0,5282.0,Transit,2016
Kepler-169 e,Kepler-169,13.767102,0.105,2.2,5.48,595.0,4997.0,Transit,2014
Kepler-1844 b,Kepler-1844,3.924510002,0.0478,3.03648191,9.46,1074.0,5776.0,Transit,2021
TOI-481 b,TOI-481,10.33111,0.097,11.09691,486.2799,1370.0,5735.0,Transit,2020
Kepler-1311 d,Kepler-1311,197.5110016,0.68434,9.65837605,67.5,391.0,5616.0,Transit,2021
2MASS J12073346-3932539 b,2MASS J12073346-3932539,,46.0,15.69257298,1652.7077164,1163.0,2825.0,Imaging,2004
Kepler-1669 b,Kepler-1669,9.51216,0.0745,2.78043818,8.15,530.0,4303.0,Transit,2020
Kepler-537 b,Kepler-537,3.247555219,0.04317,1.41,2.57,1181.0,5763.0,Transit,2016
TOI-2285 b,TOI-2285,13.635109,0.1363,1.77,19.5,358.0,3491.0,Transit,2021
BD+45 564 b,BD+45 564,307.88,0.83,13.6,432.24663352,238.82,5004.0,Radial Velocity,2021
Kepler-1069 b,Kepler-1069,23.8990296,0.16587,1.6,3.19,823.0,5722.0,Transit,2016
Kepler-558 b,Kepler-558,29.00790538,0.1759,2.37,6.21,498.0,5242.0,Transit,2016
Kepler-315 c,Kepler-315,265.469335,0.791,4.15,16.1,291.0,5796.0,Transit,2014
Kepler-997 b,Kepler-997,2.707306716,0.04022,1.36,2.42,1709.0,6150.0,Transit,2016
Kepler-635 b,Kepler-635,23.44971004,0.18332,2.64,7.46,802.0,6174.0,Transit,2016
Kepler-575 b,Kepler-575,9.37891944,0.0788,2.39,6.3,803.0,5710.0,Transit,2016
Kepler-1848 b,Kepler-1848,5.604020119,0.05835,1.4088539,2.57,774.0,4847.0,Transit,2021
Kepler-80 b,Kepler-80,7.05246,0.0648,2.67,6.93,547.0,4540.0,Transit,2012
Kepler-748 b,Kepler-748,7.40742793,0.0745,2.52,6.9,938.0,5934.0,Transit,2016
K2-266 b,K2-266,0.658524,0.01306,3.3,11.26782377,1515.0,4285.0,Transit,2018
Kepler-1268 b,Kepler-1268,40.9903986,0.2383,2.03,4.78,627.0,5904.0,Transit,2016
Kepler-1525 b,Kepler-1525,2.416601183,0.03557,0.91,0.693,1343.0,5748.0,Transit,2016
GJ 163 b,GJ 163,8.63182,0.0607,3.25,10.6,438.49,3500.0,Radial Velocity,2013
HAT-P-21 b,HAT-P-21,4.12448,0.05037,12.44199,1547.8321,1367.0,5588.0,Transit,2010
HD 95127 b,HD 95127,482.0,1.28,12.4,3378.5329,1151.28,4218.0,Radial Velocity,2015
Kepler-1915 b,Kepler-1915,13.83539963,0.114,3.21798413,10.4,809.0,6020.0,Transit,2021
Kepler-1198 b,Kepler-1198,7.6847716,0.0732,1.47,2.76,830.0,5517.0,Transit,2016
Kepler-1576 b,Kepler-1576,6.98471973,0.07211,1.04,1.12,1059.0,5876.0,Transit,2016
Kepler-255 b,Kepler-255,5.714606,0.063,1.55,3.02,971.0,5573.0,Transit,2014
Kepler-1348 b,Kepler-1348,27.5722742,0.1834,1.94,4.42,636.0,5911.0,Transit,2016
TOI-251 b,TOI-251,4.93777,0.05741,2.74,317.83,1041.19,5875.0,Transit,2021
Kepler-310 b,Kepler-310,13.930698,0.111,1.19,1.81,665.0,5797.0,Transit,2014
KELT-19 A b,KELT-19 A,4.6117093,0.0637,21.40919,1293.5681,1935.0,7500.0,Transit,2017
Kepler-337 b,Kepler-337,3.292781,0.045,1.54,2.99,1458.0,5684.0,Transit,2014
Kepler-709 b,Kepler-709,16.08524954,0.1173,2.92,8.85,613.0,5071.0,Transit,2016
K2-21 b,K2-21,9.325038,0.076,1.84,4.04,500.0,4222.06,Transit,2015
Kepler-1638 b,Kepler-1638,259.33683,0.745,1.87,4.16,304.0,5710.0,Transit,2016
Kepler-114 d,Kepler-114,11.776,0.08358,2.53,3.9,446.0,4660.0,Transit,2013
Kepler-1546 b,Kepler-1546,19.5974971,0.1366,3.13,9.96,671.0,5623.0,Transit,2016
KOI-1843.03,Kepler-974,0.1768913,0.005,0.61,8.0,1654.0,3584.0,Transit,2013
EPIC 220674823 b,EPIC 220674823,0.57130782,0.0132,1.606,7.54,2324.0,5578.0,Transit,2016
Kepler-348 c,Kepler-348,17.265427,0.138,1.33,2.33,888.0,6177.0,Transit,2014
Kepler-925 b,Kepler-925,33.8678531,0.1805,2.34,6.08,394.0,4673.0,Transit,2016
Kepler-1380 b,Kepler-1380,10.3108245,0.0917,1.43,2.63,786.0,5570.0,Transit,2016
Kepler-311 b,Kepler-311,9.176092,0.087,1.7,3.53,960.0,5905.0,Transit,2014
TOI-6008 b,TOI-6008,0.8574347,0.010777,1.03,4.0,707.0,3075.0,Transit,2024
Kepler-916 b,Kepler-916,32.2968798,0.1885,1.76,3.75,503.0,5248.0,Transit,2016
WASP-68 b,WASP-68,5.0843,0.06206,14.79588,343.2564,1490.0,5910.0,Transit,2014
Kepler-740 b,Kepler-740,3.584101216,0.0462,4.57,18.9,1131.0,5438.0,Transit,2016
Kepler-1008 b,Kepler-1008,12.43931193,0.09755,1.28,2.18,627.0,5066.0,Transit,2016
Kepler-757 b,Kepler-757,1.022678821,0.019,1.36,2.42,1734.0,6014.0,Transit,2016
WASP-129 b,WASP-129,5.748145,0.0628,10.42437,317.83,1100.0,5900.0,Transit,2016
Kepler-954 b,Kepler-954,16.78176602,0.1202,2.32,5.99,545.0,4990.0,Transit,2016
Kepler-633 b,Kepler-633,8.50340718,0.08185,1.63,3.29,1021.0,5899.0,Transit,2016
Kepler-508 b,Kepler-508,25.30889748,0.17274,1.64,3.33,710.0,6025.0,Transit,2016
Kepler-1264 b,Kepler-1264,0.968526023,0.01839,1.18,1.76,1677.0,5791.0,Transit,2016
Kepler-1515 b,Kepler-1515,214.3114164,0.75235,9.55,66.2,380.0,6511.0,Transit,2016
Kepler-1188 b,Kepler-1188,17.1369543,0.135,2.08,4.98,775.0,5913.0,Transit,2016
Kepler-1598 b,Kepler-1598,4.34195123,0.05207,0.95,0.809,1236.0,5940.0,Transit,2016
Kepler-1299 b,Kepler-1299,19.9400874,0.1357,2.98,9.17,588.0,5609.0,Transit,2016
Kepler-19 c,Kepler-19,28.731,0.1765736996,3.68,13.1,589.64,5544.0,Transit Timing Variations,2011
Kepler-363 b,Kepler-363,3.614568,0.048,1.16,1.65,1347.0,5593.0,Transit,2014
K2-347 b,K2-347,7.187257,,2.41,6.39,640.0,4599.0,Transit,2021
Wolf 1069 b,Wolf 1069,15.564,0.0672,1.08,1.26,250.1,3158.0,Radial Velocity,2023
Kepler-1592 b,Kepler-1592,3.05710069,0.04,1.54,2.99,1202.0,6213.0,Transit,2016
Kepler-530 b,Kepler-530,39.30941904,0.21491,3.01,9.32,488.0,5697.0,Transit,2016
Kepler-1514 c,Kepler-1514,10.514181,0.0997,1.1758241,1.74,1066.0,6145.0,Transit,2020
HIP 5763 b,HIP 5763,30.014,0.17,14.2,162.09248757,440.9,4352.0,Radial Velocity,2021
Kepler-145 c,Kepler-145,42.882,0.26244,4.32,79.4,709.0,6022.0,Transit,2013
Kepler-936 b,Kepler-936,10.56134221,0.0954,1.45,2.7,867.0,5482.0,Transit,2016
Kepler-445 b,Kepler-445,2.984151,0.0217,1.58,3.12,401.0,3157.0,Transit,2015
K2-192 b,K2-192,4.162817,0.049,1.52,2.92,939.0,5222.0,Transit,2018
Kepler-407 c,Kepler-407,3000.0,3.27090369,12.3,4000.0,146.73,5476.0,Radial Velocity,2014
Kepler-368 c,Kepler-368,72.379334,0.36,3.88,14.3,575.0,5502.0,Transit,2014
TOI-2337 b,TOI-2337,2.99432,,10.08808263,508.5254512,1272.46,4780.0,Transit,2022
Kepler-1834 c,Kepler-1834,0.766691517,0.015,1.22,1.98,1541.0,4821.0,Transit,2023
Kepler-616 d,Kepler-616,51.06740189,0.2749,2.653,7.52,499.0,6004.0,Transit,2021
TOI-3896 b,TOI-3896,4.37730369667,,3.14949237,10.1,966.0,5110.91,Transit,2026
Kepler-1595 b,Kepler-1595,4.56380468,0.051,1.23,2.04,980.0,5203.0,Transit,2016
Kepler-871 b,Kepler-871,22.0459018,0.1572,3.74,13.5,640.0,5993.0,Transit,2016
TOI-1036 b,TOI-1036,3.77952125496,,6.28499593,32.5,1294.0,5664.68,Transit,2026
Kepler-1478 b,Kepler-1478,26.0840594,0.1681,1.73,3.64,598.0,5904.0,Transit,2016
Kepler-1966 b,Kepler-1966,8.617429733,0.0763,1.10479327,1.39,733.0,5009.0,Transit,2021
Kepler-1308 b,Kepler-1308,2.104338119,0.025,0.52,0.0933,662.0,3468.0,Transit,2016
Kepler-1172 b,Kepler-1172,26.0204423,0.168,3.2,10.3,675.0,5558.0,Transit,2016
Kepler-1912 b,Kepler-1912,6.059219837,0.06489,1.35670508,2.41,976.0,5734.0,Transit,2021
TOI-1750 b,TOI-1750,11.33727129656,,2.78943837,8.19,612.92,4683.75,Transit,2026
Kepler-1964 b,Kepler-1964,2.440829992,0.0322,1.7810587,3.83,986.0,4803.0,Transit,2021
Kepler-143 b,Kepler-143,16.007583,0.127,2.41,6.39,838.0,5848.0,Transit,2014
Kepler-735 b,Kepler-735,11.51516988,0.0965,2.95,9.01,657.0,5107.0,Transit,2016
Kepler-1067 c,Kepler-1067,5.425839901,0.06069,1.74682428,3.7,973.0,5594.0,Transit,2021
WASP-29 b,WASP-29,3.92273,0.0457,8.63093,73.1009,970.0,4800.0,Transit,2010
Kepler-1532 b,Kepler-1532,1.093663559,0.0206,1.35,2.39,1681.0,5559.0,Transit,2016
Kepler-215 d,Kepler-215,30.864423,0.185,2.39,23.6,527.0,5739.0,Transit,2014
CoRoT-21 b,CoRoT-21,2.72474,0.0417,14.5717,718.2958,2044.44,6200.0,Transit,2012
Kepler-1586 b,Kepler-1586,15.6049212,0.12208,1.52,2.92,1013.0,6681.0,Transit,2016
Kepler-639 b,Kepler-639,10.21420496,0.09358,2.38,6.26,957.0,5896.0,Transit,2016
Kepler-1442 b,Kepler-1442,81.4162941,0.40814,3.93,14.7,522.0,6394.0,Transit,2016
WASP-100 b,WASP-100,2.84938,0.04574,14.90797,400.4658,2190.0,6900.0,Transit,2014
Kepler-1972 b,Kepler-1972,7.54425,0.08006,0.802,2.02,1084.0,5818.0,Transit,2022
Kepler-637 b,Kepler-637,23.20584623,0.16619,4.75,20.2,1002.0,6096.0,Transit,2016
Kepler-253 b,Kepler-253,3.783986,0.046,1.63,3.29,949.0,5208.0,Transit,2014
Kepler-210 c,Kepler-210,7.972513,0.07,3.62,12.8,497.0,4559.0,Transit,2014
Kepler-722 b,Kepler-722,4.093573252,0.0514,2.63,7.41,1182.0,5863.0,Transit,2016
HAT-P-64 b,HAT-P-64,4.007232,0.05387,19.08889413,184.34047606,1766.0,6457.0,Transit,2021
Kepler-1555 b,Kepler-1555,8.10501635,0.0805,1.61,3.22,959.0,5866.0,Transit,2016
TIC 257060897 b,TIC 257060897,3.66003639,0.04922,17.26183028,201.50321004,1775.0,5993.0,Transit,2021
TOI-6393 b,TOI-6393,9.53176110329,,2.75958542,8.04,696.0,5008.2,Transit,2026
TOI-1775 b,TOI-1775,10.2405549,0.08,8.04728896,96.0,707.89,5284.0,Transit,2024
HD 181720 b,HD 181720,956.0,1.85,14.0,127.132,249.06,5736.0,Radial Velocity,2009
Kepler-818 b,Kepler-818,10.035385814,0.0886,5.11,22.9,786.0,5638.0,Transit,2016
HD 96700 b,HD 96700,8.1245,0.0777,2.93,8.9,1089.02,5845.0,Radial Velocity,2021
Kepler-401 c,Kepler-401,47.318218,0.269,2.15,5.27,598.0,6117.0,Transit,2014
Kepler-265 c,Kepler-265,17.028937,0.127,2.63,7.41,755.0,5835.0,Transit,2014
Kepler-1168 b,Kepler-1168,55.8226539,0.2663,2.5,6.8,379.0,5157.0,Transit,2016
Kepler-1960 b,Kepler-1960,2.297940016,0.0354,1.30749704,2.26,1547.0,6371.0,Transit,2021
Kepler-1564 b,Kepler-1564,18.0540381,0.1327,1.47,2.76,635.0,5528.0,Transit,2016
Kepler-1666 b,Kepler-1666,25.8476,0.1761,2.88273782,8.66,672.0,6293.0,Transit,2020
Kepler-532 b,Kepler-532,12.92491623,0.10151,2.57,7.13,620.0,5192.0,Transit,2016
Kepler-713 b,Kepler-713,7.411141,0.0748,2.48,6.71,905.0,5785.0,Transit,2016
HD 180053 b,HD 180053,213.72,0.843,13.3,697.31902,542.98,5131.0,Radial Velocity,2018
HD 181342 b,HD 181342,564.1,1.592,13.2,807.2882,410.15,4945.0,Radial Velocity,2009
Kepler-668 b,Kepler-668,8.35390639,0.0768,2.7,7.75,790.0,5352.0,Transit,2016
TOI-7008 b,TOI-7008,0.84069041367,,4.94735276,21.7,1783.0,5116.06,Transit,2026
K2-148 b,K2-148,4.38395,0.0454,1.33,2.33,733.87,4079.0,Transit,2018
Kepler-189 c,Kepler-189,20.134866,0.137,2.38,22.7,544.0,5235.0,Transit,2014
Kepler-223 c,Kepler-223,9.84564,0.09117,3.44,5.1,947.0,5803.0,Transit,2014
Kepler-271 d,Kepler-271,5.24972541,0.05554,0.66,0.219,954.0,5555.0,Transit,2016
Kepler-342 c,Kepler-342,26.234138,0.185,1.96,4.5,754.0,6175.0,Transit,2014
HD 168443 c,HD 168443,1753.1096,2.842,12.2,5500.33841154,205.47,5491.0,Radial Velocity,2000
K2-71 b,K2-71,6.98541,0.0559,2.15,5.27,533.27,4006.0,Transit,2016
Kepler-394 c,Kepler-394,12.130686,0.11,1.66,3.39,901.0,6402.0,Transit,2014
EPIC 212587672 c,EPIC 212587672,23.228555,,2.32,5.99,658.0,6004.0,Transit,2021
Kepler-1600 c,Kepler-1600,7.298049927,0.06961,1.94206512,4.43,786.0,5119.0,Transit,2021
Kepler-1344 b,Kepler-1344,4.7683049,0.05501,1.84,4.04,1219.0,5981.0,Transit,2016
GJ 887 b,GJ 887,9.2619,0.0683,1.8,3.9,426.0,3688.0,Radial Velocity,2020
TOI-5882 b,TOI-5882,7.148972,0.0804,11.46678726,6995.40323807,1515.0,5920.0,Transit,2025
Kepler-917 b,Kepler-917,2.970414375,0.0378,1.91,4.31,991.0,5418.0,Transit,2016
HIP 109600 b,HIP 109600,232.08,0.706,13.2,851.7844,312.88,5530.0,Radial Velocity,2016
Kepler-1454 b,Kepler-1454,47.0319479,0.2447,1.88,4.19,492.0,5448.0,Transit,2016
HD 17092 b,HD 17092,359.89999,1.31,12.5,3219.6179,671.64,4326.0,Radial Velocity,2007
HD 113538 b,HD 113538,663.2,1.24,13.2,114.41,140.67,4462.0,Radial Velocity,2010
Kepler-1798 b,Kepler-1798,16.85589981,0.1082,2.30911251,5.94,408.0,3967.0,Transit,2021
Kepler-500 b,Kepler-500,8.508324398,0.08361,2.58,7.18,909.0,5813.0,Transit,2016
HD 126614 b,HD 126614,1257.25303,2.249,12.7,107.74382997,209.54,5568.0,Radial Velocity,2009
NGTS-16 b,NGTS-16,4.84532,0.0523,14.57167491,211.99154747,1177.0,5550.0,Transit,2021
Kepler-869 b,Kepler-869,40.4287755,0.2244,3.61,12.7,494.0,5664.0,Transit,2016
Kepler-331 c,Kepler-331,17.28111,0.105,1.84,4.04,425.0,4347.0,Transit,2014
Kepler-970 b,Kepler-970,16.736525,0.139,2.609,7.31,464.0,4290.0,Transit,2016
HAT-P-70 b,HAT-P-70,2.74432452,0.04739,20.96083,2154.8874,2562.0,8450.0,Transit,2019
Kepler-1306 b,Kepler-1306,16.29595382,0.123,1.91,4.31,678.0,5727.0,Transit,2016
Kepler-1250 b,Kepler-1250,2.607543834,0.0393,1.92,4.35,1431.0,5717.0,Transit,2016
HD 98649 b,HD 98649,5384.0,5.97,12.5,3082.9355479,114.22,5759.0,Radial Velocity,2012
HD 28471 d,HD 28471,11.681,0.1,2.06,4.91,945.0,5766.0,Radial Velocity,2025
K2-257 b,K2-257,1.60588,0.0216,0.83,0.498,789.0,3725.0,Transit,2018
K2-185 b,K2-185,10.616384,,1.15,1.6,809.0,5788.0,Transit,2018
Kepler-1617 b,Kepler-1617,27.4785572,0.17707,1.2,1.87,736.0,6167.0,Transit,2016
Kepler-168 b,Kepler-168,4.425391,0.056,1.46,2.73,1240.0,6282.0,Transit,2014
K2-339 b,K2-339,19.507428,,1.92,4.35,508.0,4857.0,Transit,2021
HATS-2 b,HATS-2,1.35413379,0.02317,12.57647635,435.42491759,1550.0,5227.0,Transit,2013
